product_uid,id,jscore_query_desc,jscore_query_title,search_title_SW
100001,2,2.8333333333333335,0.8666666666666667,1.0
100001,3,0.0,0.0,0.0
100002,9,2.711111111111111,0.0,0.0
100005,16,0.888888888888889,0.888888888888889,1.0
100005,17,3.5444444444444443,2.611111111111111,2.0
100006,18,3.8666666666666663,0.9333333333333332,2.0
100006,20,7.443137254901961,1.7592592592592593,2.0
100006,21,3.8666666666666667,0.8962962962962964,2.0
100007,23,2.0,0.0,3.0
100009,27,1.0,1.0,0.0
100010,34,8.5,0.0,1.0
100011,35,19.977777777777778,3.5055555555555555,3.0
100011,37,3.733333333333333,0.0,0.0
100011,38,4.866666666666667,0.8666666666666667,1.0
100012,48,14.566666666666666,1.7714285714285714,2.0
100013,51,1.847222222222222,0.8842592592592592,1.0
100016,65,16.466269841269842,1.7555555555555555,2.0
100017,69,1.0,0.0,0.0
100017,75,1.6666666666666667,0.0,1.0
100017,81,0.0,0.0,0.0
100017,85,1.9107142857142858,0.0,0.0
100019,88,2.0,0.0,0.0
100019,90,1.9166666666666665,0.9166666666666666,1.0
100019,92,1.9166666666666665,0.9166666666666666,1.0
100019,101,1.0,1.0,0.0
100019,105,7.607142857142858,0.9166666666666666,1.0
100019,106,4.69047619047619,1.8333333333333333,3.0
100021,113,4.822222222222222,0.0,0.0
100021,114,2.0,0.0,0.0
100022,117,0.0,0.0,0.0
100022,120,13.486507936507937,3.4936507936507937,3.0
100022,122,15.382539682539683,1.8666666666666667,2.0
100023,123,0.0,0.0,0.0
100023,125,6.845238095238095,0.8452380952380952,2.0
100023,127,2.0,0.0,1.0
100026,136,0.9047619047619048,0.888888888888889,2.0
100026,138,4.84920634920635,0.0,1.0
100027,143,1.9696969696969697,0.0,0.0
100028,147,3.9583333333333335,0.9047619047619048,1.0
100028,149,4.0,0.0,0.0
100028,150,0.0,0.0,0.0
100028,157,4.0,0.0,0.0
100028,158,4.0,0.0,0.0
100029,162,2.7555555555555555,0.0,1.0
100030,164,0.0,0.0,0.0
100030,165,6.619973544973545,1.7714285714285714,2.0
100030,166,2.769444444444445,0.8666666666666667,1.0
100033,172,1.9166666666666665,0.9166666666666666,1.0
100033,177,3.683333333333333,1.75,1.0
100033,178,2.7116402116402116,0.0,1.0
100033,179,5.692592592592593,0.8333333333333334,0.0
100033,181,0.0,0.0,0.0
100033,182,3.7103174603174605,0.0,0.0
100033,186,0.9047619047619048,0.0,1.0
100033,191,3.9166666666666665,0.9166666666666666,1.0
100033,193,4.662698412698413,0.0,1.0
100034,195,0.0,0.0,0.0
100036,201,4.863095238095238,1.9047619047619047,2.0
100036,202,13.18015873015873,5.513492063492063,5.0
100036,203,4.863095238095238,1.9047619047619047,2.0
100036,205,2.8666666666666667,0.8666666666666667,2.0
100037,210,3.6333333333333333,0.8666666666666667,1.0
100038,214,4.642857142857143,0.888888888888889,1.0
100038,215,3.626984126984127,1.777777777777778,2.0
100039,223,2.7714285714285714,0.8666666666666667,1.0
100039,226,3.0,0.8333333333333334,0.0
100039,227,9.660317460317462,0.8666666666666667,1.0
100039,233,4.604761904761904,0.8666666666666667,1.0
100042,241,2.7444444444444445,3.8666666666666667,5.0
100042,245,5.477777777777778,2.7,1.0
100045,255,1.8095238095238095,0.9047619047619048,1.0
100046,257,2.6,0.0,0.0
100046,259,7.333333333333332,0.0,0.0
100046,261,3.6761904761904765,1.7714285714285714,2.0
100046,266,4.833333333333334,0.0,0.0
100046,270,4.333333333333334,0.8888888888888888,0.0
100047,272,4.777777777777778,5.5,0.0
100047,275,3.0,1.7333333333333334,2.0
100047,276,3.0,1.7333333333333334,2.0
100049,284,8.703703703703704,1.7380952380952381,1.0
100050,290,3.888888888888889,0.888888888888889,1.0
100051,293,2.809116809116809,0.9166666666666666,2.0
100051,294,3.5714285714285716,1.7936507936507937,2.0
100051,297,0.0,0.0,0.0
100053,305,0.0,0.0,1.0
100054,314,6.344444444444445,1.7333333333333334,2.0
100054,318,7.522222222222222,2.604761904761905,2.0
100054,319,10.9,1.7714285714285714,2.0
100055,323,3.8333333333333335,1.7936507936507937,3.0
100055,327,3.8333333333333335,2.626984126984127,2.0
100055,331,3.0,1.7936507936507937,2.0
100055,334,2.8000000000000003,1.7592592592592593,2.0
100055,335,2.8000000000000003,2.664021164021164,3.0
100056,340,0.0,0.0,0.0
100057,341,16.716883116883118,2.6666666666666665,3.0
100057,343,16.812121212121212,0.9333333333333332,2.0
100057,346,7.05,1.7714285714285714,2.0
100057,347,1.0,1.0,0.0
100057,350,13.812121212121212,0.9333333333333332,2.0
100058,351,0.0,0.8690476190476191,4.0
100058,354,3.7142857142857144,0.0,3.0
100058,355,1.0,0.0,2.0
100059,359,1.869047619047619,0.0,0.0
100060,361,5.8,0.8333333333333334,0.0
100060,363,6.8,0.8333333333333334,0.0
100060,365,5.8,0.8333333333333334,0.0
100063,373,1.875,0.9166666666666666,1.0
100063,374,2.0,0.8333333333333334,0.0
100063,375,0.9444444444444445,0.0,1.0
100064,385,0.0,0.0,0.0
100065,389,8.572222222222223,0.888888888888889,1.0
100065,397,0.0,0.0,0.0
100065,400,3.555555555555556,0.0,2.0
100065,401,5.72420634920635,2.549206349206349,2.0
100065,402,7.599206349206349,3.56031746031746,4.0
100065,403,8.376984126984128,0.9047619047619048,1.0
100065,407,5.805555555555555,0.888888888888889,1.0
100065,408,5.617063492063492,0.8492063492063492,1.0
100065,411,5.541666666666668,0.8333333333333334,0.0
100065,413,5.805555555555555,0.888888888888889,1.0
100065,418,8.572222222222223,0.888888888888889,1.0
100065,421,9.680555555555555,1.7555555555555555,2.0
100065,422,6.7103174603174605,1.7936507936507937,2.0
100068,440,22.98023088023088,1.7555555555555555,3.0
100068,444,18.303174603174604,0.8492063492063492,2.0
100068,445,12.246897546897547,0.888888888888889,2.0
100068,446,23.580230880230882,1.7555555555555555,3.0
100068,447,24.98023088023088,1.7555555555555555,3.0
100068,452,23.846897546897548,2.6222222222222222,4.0
100068,454,23.846897546897548,2.6222222222222222,4.0
100068,455,19.846897546897548,2.6222222222222222,4.0
